id	Adipocyte:mean	Adipocyte:percent_expressed	Endo:mean	Endo:percent_expressed	Erythrocyte:mean	Erythrocyte:percent_expressed	FAP:mean	FAP:percent_expressed	Fibroblast-like:mean	Fibroblast-like:percent_expressed	Lymphocyte:mean	Lymphocyte:percent_expressed	Mast cell:mean	Mast cell:percent_expressed	MuSC:mean	MuSC:percent_expressed	Myeloid cell:mean	Myeloid cell:percent_expressed	Pericyte:mean	Pericyte:percent_expressed	Schwann cell:mean	Schwann cell:percent_expressed	SMC:mean	SMC:percent_expressed	Specialized MF:mean	Specialized MF:percent_expressed	Type I:mean	Type I:percent_expressed	Type II:mean	Type II:percent_expressed
PECAM1	0.0278794180346254	2.2869022869022873	2.4599126019820354	88.34976535928016	1.8854999929666518	74.54545454545455	0.11334538780066576	9.819605173587474	0.09687584513358803	9.038216314386181	0.16393374142549302	10.028353977018355	0.18478851979232627	12.688821752265861	0.10164655368366907	8.244917793796064	0.7453817336937747	45.324957719255856	0.21609152289860606	13.623405851462866	0.11116981123978237	5.660377358490567	0.1308322196346723	10.059171597633137	0.03214423800538763	2.8452551063293265	0.014668046199468087	1.9128913852141993	0.014983681339248763	1.6427917901377869
VWF	0.03160083185486387	2.182952182952183	2.1576604810831452	86.41236492013606	2.0277272750030866	77.27272727272727	0.08466686521077667	7.454050374404357	0.07089068348456849	6.5844893543027165	0.0799313536490047	5.252947321295329	0.09883685810688399	6.797583081570997	0.0767263301453668	6.374017980076132	0.12042884736322541	9.845373278569703	0.17981545349662678	12.018004501125281	0.12216981132075472	6.7924528301886795	0.09490169884822232	7.673220080167971	0.032103471414120226	2.8872825081953435	0.018076022951656875	2.2380706033059887	0.016552868402773913	1.7834464488112631
SPARCL1	0.14837837837280207	7.380457380457381	3.4785038982666574	91.3548887071081	2.2408636358651246	79.0909090909091	2.791232984693096	90.03999319264805	1.997976738565271	78.22172417790486	0.34783017385232323	18.28085360393971	0.7216918441464173	38.972809667673715	2.5462444337952173	84.48206041953512	0.4697028270957028	25.98453732785697	3.0216144079385803	85.82145536384095	0.6875283023658788	30.18867924528302	3.57979767645778	92.28860469555259	0.10268092785306783	7.434647390098344	0.022472470625046564	1.920281821989013	0.026618143078098722	2.369279930082344
HLA-B	0.18171517695000167	11.226611226611228	2.997854225903027	88.27226934171438	1.4316818204793063	62.272727272727266	1.2400204215073227	66.34189925119128	1.3942119088348508	72.27868155647437	3.337597376876688	92.97119832860767	1.8020845907332315	79.45619335347432	1.308302420874477	64.26662347128857	1.7649589281778502	67.23846339695578	1.682409602224782	67.72693173293324	0.36298113127924364	17.735849056603772	1.2074193540284324	64.53521664439779	0.11205345883815504	8.081869378835	0.017656246150280067	1.9375261744635774	0.019149107593979885	2.0388097611601963
A2M	0.04855509350180874	3.5343035343035343	2.2474249798408206	83.99276703836053	1.5591818197207017	63.63636363636363	0.31118830817278	22.93226684819605	0.24607751433542846	20.108968661849374	0.1842202653597227	12.311595284285927	0.2323111790904826	16.012084592145015	0.1316659915094046	10.42358467643962	0.7070270598845569	42.72771200773134	1.5846436607372645	71.55288822205551	0.15498113159863455	8.11320754716981	1.7092174071236226	80.45428516892537	0.09078339076372151	7.985206354543162	0.0681608897269448	7.7180794718301176	0.037241939682693105	4.21281186415218
HLA-E	0.2375363816590418	13.721413721413722	2.8380707828475167	86.4381969259913	1.202681816978888	55.00000000000001	1.8271090022425838	77.82505105513955	1.5555778807924139	76.10031299509255	2.273478586528572	83.74869422474256	1.7477039222090627	78.54984894259819	1.5553162711114839	65.65157528144489	1.3046086010120146	61.00507368929693	1.3601470360877543	57.65941485371343	0.16543396092810722	8.49056603773585	1.4155659467141166	68.58179041801871	0.07845086993763424	6.001512986467176	0.014765969474680146	1.5236617150740275	0.018715672745975524	1.9036174193284083
B2M	0.29833679873953245	15.176715176715177	3.712347699387878	89.02570284582598	1.6102727212689139	66.81818181818183	2.587744640446917	84.52178352620831	2.8000761254111297	85.9693187526566	3.858586781057132	92.79212057901806	3.425256798454642	88.82175226586104	2.267021950390279	77.97845630517534	2.3286349387807035	72.79536119835709	2.2500405124157377	71.35783945986496	0.5313584920370353	23.58490566037736	2.7548558896997317	85.03531208245847	0.3772455239687276	20.91283516852988	0.09031704968898303	9.671618259305792	0.0999673625766176	9.494872250064864
EMCN	0.0455509352956641	3.0145530145530146	1.7886640541202548	78.67567916648727	1.8304090922529048	69.0909090909091	0.052722089842768285	4.692818243703199	0.04373121058108509	4.076664476989064	0.056655723100686284	3.999403074168035	0.07743202397470388	4.833836858006042	0.05475014172517945	4.551712966712562	0.07891882073802918	6.583715873399372	0.5283855965194717	29.767441860465116	0.1097169818180912	5.849056603773585	0.06727428879076161	5.268180950563084	0.0351349079779948	2.9797427923005797	0.025222205798082306	2.853940334540438	0.027339988223945143	2.7489109505796883
CD74	0.057692307506430424	3.7422037422037424	2.7580324639807823	78.11598570629009	0.7779545485973358	35.45454545454545	0.4711912863983261	31.8711708645337	0.39183198688142606	29.000347772325053	0.8044336667533705	39.26279659752276	0.557311178199114	34.894259818731115	0.25881266680661436	18.806187737912044	1.8131070311200823	66.1754046871225	0.4712003000119711	26.18154538634659	0.10762264098761216	5.849056603773585	0.3521568997713145	24.355793090284404	0.04822392193151979	4.009414138017988	0.005684723969406419	0.7624467272682481	0.00895355662205866	1.0077974572915103
PTPRB	0.02841995808290097	1.6632016632016633	1.7477470183745107	77.42713221681664	2.281590913100676	79.54545454545455	0.036388274272786514	3.212219196732471	0.029977974434988848	2.7821786004095985	0.04139531400110842	2.939859722429488	0.1281268882067182	9.818731117824774	0.041056936881175704	3.3854377581598767	0.054129016597573666	4.650881855520657	0.10660315069236527	7.261815453863465	0.06896226383605093	3.5849056603773586	0.04216262662335647	3.4166825730101165	0.01366773133051138	1.2187946541144827	0.007105042733949698	0.7846180375926884	0.008749812211902443	0.8671427986180338
HBE1	0.032255717473813256	2.182952182952183	0.0014745769867901344	0.14207603220390064	1.9947727249427276	100	0.0005879850323971962	0.08934649421375085	0.0010657289687897792	0.1352447930754666	0.006184151663279964	0.4327712281748993	0	0	0.0005369725387241422	0.05669393374908885	0.006572843681616782	0.5677699927518725	0.015276819243971245	0.9002250562640659	0.012396226289137354	0.7547169811320755	0.002637907996344234	0.15270089711777055	0.001070017658356905	0.21854248970328655	0.0005657379379991041	0.1650530879708324	0.0005120922051292106	0.18844993103824986
HBG2	0.029438669462213893	2.079002079002079	0.003656950967271929	0.3099840702630559	1.9891363615339452	100	0.0016205752264629666	0.17443839346494214	0.0026581397776653634	0.29753854476602654	0.006840769968145268	0.4775406655723026	0	0	0.0026378877309495025	0.2267757349963554	0.007521140354717662	0.6523314810340662	0.017357839593651236	1.0652663165791447	0.025716981123078544	1.509433962264151	0.004309982795209278	0.2863141820958198	0.0025712364313550495	0.34042195511473483	0.0012201611150154412	0.2759096395930333	0.0010818118514466732	0.2785781589261085
AC104389.5	0.15864864741442358	9.355509355509357	0.09297326380506356	5.446247901149524	2.1769545452161267	99.54545454545455	0.05830454384721689	4.10568413886998	0.04281772867808446	3.0140268171103983	0.057110878900349486	3.4323235338009255	0.011978851884513463	0.906344410876133	0.05254636754041125	3.5474204260144164	0.07452162347084142	5.472336313119111	0.08270367578018543	4.77119279819955	0.16549056453524896	8.679245283018867	0.031315136493947536	1.8324107654132469	0.022485080226924532	2.0257207699420023	0.03277523216935969	3.4821274603995764	0.022122110062987692	2.3583552963989676
OR51B5	0.02758835748674468	1.7671517671517671	0.0018069488172222775	0.18082404098678262	1.8814545436338945	94.0909090909091	0.0010279101389983301	0.10636487406398912	0.0008485644734473762	0.10819583446037327	0.005135054473395918	0.3432323533800925	0.0007099697867188929	0.1510574018126888	0.0005061958322179765	0.032396533570907916	0.006150036278007744	0.5194491423049046	0.013231807978459078	0.7201800450112529	0.00945283017068539	0.5660377358490566	0.0017426989646921816	0.09543806069860661	0.0010540472380982894	0.20593426914348156	0.000512280441888349	0.15889439065848793	0.00045323574028807565	0.16113834682980785
LDB2	0.14549895978519178	8.419958419958421	1.6259852757767814	70.49123864468076	2.7145000024275348	88.18181818181819	0.23403080317608307	16.316371681415927	0.16875536118248727	12.253178252637273	0.0718206235961876	4.4172511565437995	0.043217522860293664	3.474320241691843	0.05028508950697369	4.041467562970762	0.062448659074258964	5.448175887895626	0.39847711907323824	22.685671417854465	0.21077358548371297	11.132075471698114	0.10696888681039667	7.3296430616529875	0.027420358056767884	2.3871564259897453	0.0184733820887332	2.038528810386027	0.026404156796775113	2.4471179450764042
PTPRM	1.2854573815255552	59.87525987525988	1.707463727824917	71.7828389374435	3.010136363452131	92.72727272727272	0.32294673233821103	22.396187882913544	0.33999999948031634	24.162448317168362	0.20716758643872807	11.998209222504103	0.20779456166702454	11.63141993957704	0.18662914070235512	12.318781890337734	0.6324969798643308	34.3682048804059	0.47472918207763465	26.09152288072018	0.6481320739917036	31.32075471698113	0.21409047509473025	13.72399312845963	1.029500293526011	52.034126250315204	1.3422971934498282	70.27443155223807	1.2404700317515895	64.16310478089282
MECOM	0.12332640351290018	7.900207900207901	1.2032104876903957	54.87148577087011	2.140909086032347	75.45454545454545	0.0688163716920732	5.071477195371001	0.038264229657030066	3.2033695274160516	0.03150425297054554	2.387703327861513	0.028685800551107643	2.1148036253776437	0.045975540562253676	3.450230825301693	0.04315051931539547	3.9864701618748493	0.07512078029169951	5.461365341335334	0.15554717003174548	8.30188679245283	0.036814277557544885	2.7104409238404275	0.02603639570268611	2.328318063377322	0.020174783794118738	2.4006602123518834	0.02294309629926401	2.3747422469240327
